Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Mycobacterium avium strain FJ12088 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium avium,150,150,24%,1e-34,68.98,421,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432682.1?report=genbank&log$=nucltop&blast_rank=1438&RID=6PVX24BJ016"",""KF432682.1"")"
"Mycobacterium avium strain FJ12087 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium avium,150,150,24%,1e-34,68.98,421,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432681.1?report=genbank&log$=nucltop&blast_rank=1439&RID=6PVX24BJ016"",""KF432681.1"")"
"Mycobacterium avium strain FJ12085 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium avium,150,150,24%,1e-34,68.98,423,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432679.1?report=genbank&log$=nucltop&blast_rank=1440&RID=6PVX24BJ016"",""KF432679.1"")"
"Mycobacterium avium strain FJ12083 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium avium,150,150,24%,1e-34,68.98,422,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432678.1?report=genbank&log$=nucltop&blast_rank=1441&RID=6PVX24BJ016"",""KF432678.1"")"
"Mycobacterium avium strain FJ12070 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium avium,150,150,24%,1e-34,68.98,433,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432666.1?report=genbank&log$=nucltop&blast_rank=1442&RID=6PVX24BJ016"",""KF432666.1"")"
"Mycobacterium avium strain FJ12062 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium avium,150,150,24%,1e-34,68.98,423,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432661.1?report=genbank&log$=nucltop&blast_rank=1443&RID=6PVX24BJ016"",""KF432661.1"")"
"Mycobacterium avium strain FJ12052 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium avium,150,150,24%,1e-34,68.98,422,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432655.1?report=genbank&log$=nucltop&blast_rank=1444&RID=6PVX24BJ016"",""KF432655.1"")"
"Mycobacterium avium strain FJ12047 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium avium,150,150,24%,1e-34,68.98,425,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432651.1?report=genbank&log$=nucltop&blast_rank=1445&RID=6PVX24BJ016"",""KF432651.1"")"
"Mycobacterium avium strain FJ12037 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium avium,150,150,24%,1e-34,68.98,423,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432642.1?report=genbank&log$=nucltop&blast_rank=1446&RID=6PVX24BJ016"",""KF432642.1"")"
"Mycobacterium avium strain FJ12028 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium avium,150,150,24%,1e-34,68.98,423,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432634.1?report=genbank&log$=nucltop&blast_rank=1447&RID=6PVX24BJ016"",""KF432634.1"")"
"Mycobacterium avium strain FJ12018 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium avium,150,150,24%,1e-34,68.98,423,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432627.1?report=genbank&log$=nucltop&blast_rank=1448&RID=6PVX24BJ016"",""KF432627.1"")"
"Mycobacterium avium strain FJ12016 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium avium,150,150,24%,1e-34,68.98,422,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432625.1?report=genbank&log$=nucltop&blast_rank=1449&RID=6PVX24BJ016"",""KF432625.1"")"
"Mycobacterium avium strain FJ12008 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium avium,150,150,24%,1e-34,68.98,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432620.1?report=genbank&log$=nucltop&blast_rank=1450&RID=6PVX24BJ016"",""KF432620.1"")"
"Mycobacterium avium strain FJ12006 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium avium,150,150,24%,1e-34,68.98,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432618.1?report=genbank&log$=nucltop&blast_rank=1451&RID=6PVX24BJ016"",""KF432618.1"")"
"Mycobacterium avium strain FJ10147 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium avium,150,150,24%,1e-34,68.98,437,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432604.1?report=genbank&log$=nucltop&blast_rank=1452&RID=6PVX24BJ016"",""KF432604.1"")"
"Mycobacterium avium strain FJ10110 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium avium,150,150,24%,1e-34,68.98,435,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432575.1?report=genbank&log$=nucltop&blast_rank=1453&RID=6PVX24BJ016"",""KF432575.1"")"
"Mycobacterium avium strain FJ10103 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium avium,150,150,24%,1e-34,68.98,445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432571.1?report=genbank&log$=nucltop&blast_rank=1454&RID=6PVX24BJ016"",""KF432571.1"")"
"Mycobacterium avium strain FJ10026 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium avium,150,150,24%,1e-34,68.98,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432510.1?report=genbank&log$=nucltop&blast_rank=1455&RID=6PVX24BJ016"",""KF432510.1"")"
"Mycobacterium avium strain FJ09039 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium avium,150,150,24%,1e-34,68.98,431,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432484.1?report=genbank&log$=nucltop&blast_rank=1456&RID=6PVX24BJ016"",""KF432484.1"")"
"Mycobacterium colombiense strain S2_15 65 kDa heat shock protein gene, partial cds",Mycobacterium colombiense,150,150,24%,1e-34,68.98,412,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT433578.1?report=genbank&log$=nucltop&blast_rank=1457&RID=6PVX24BJ016"",""MT433578.1"")"
"Mycobacterium bouchedurhonense strain S2_14 65 kDa heat shock protein gene, partial cds",Mycobacterium bouchedurhonense,150,150,24%,1e-34,68.98,412,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT433577.1?report=genbank&log$=nucltop&blast_rank=1458&RID=6PVX24BJ016"",""MT433577.1"")"
"Mycobacterium colombiense strain S1_33 65 kDa heat shock protein gene, partial cds",Mycobacterium colombiense,150,150,24%,1e-34,68.98,412,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT433569.1?report=genbank&log$=nucltop&blast_rank=1459&RID=6PVX24BJ016"",""MT433569.1"")"
"Mycobacterium colombiense strain S1_26 65 kDa heat shock protein gene, partial cds",Mycobacterium colombiense,150,150,24%,1e-34,68.98,412,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT433567.1?report=genbank&log$=nucltop&blast_rank=1460&RID=6PVX24BJ016"",""MT433567.1"")"
"Mycobacterium mucogenicum strain InDRE 409DT 65 kDa heat shock protein (hsp65) gene, partial cds",Mycolicibacterium mucogenicum,150,150,25%,1e-34,68.48,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX154105.1?report=genbank&log$=nucltop&blast_rank=1461&RID=6PVX24BJ016"",""JX154105.1"")"
"Mycobacterium mucogenicum strain InDRE 335DT 65 kDa heat shock protein (hsp65) gene, partial cds",Mycolicibacterium mucogenicum,150,150,25%,1e-34,68.48,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX154103.1?report=genbank&log$=nucltop&blast_rank=1462&RID=6PVX24BJ016"",""JX154103.1"")"
"Mycobacterium pseudoshottsii strain 58152/2019 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium pseudoshottsii,150,150,24%,1e-34,68.98,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT603288.1?report=genbank&log$=nucltop&blast_rank=1463&RID=6PVX24BJ016"",""MT603288.1"")"
"Mycobacterium smegmatis strain RGTB229 65 kDa heat shock protein (hsp65) gene, partial cds",Mycolicibacterium smegmatis,150,150,25%,1e-34,68.59,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM454229.1?report=genbank&log$=nucltop&blast_rank=1464&RID=6PVX24BJ016"",""HM454229.1"")"
"Mycobacterium fallax strain ATCC 35219 GroEL (hsp65) gene, partial cds",Mycolicibacterium fallax,150,150,24%,1e-34,69.15,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF491294.1?report=genbank&log$=nucltop&blast_rank=1465&RID=6PVX24BJ016"",""JF491294.1"")"
"Mycobacterium bouchedurhonense strain CIP 109827 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium bouchedurhonense,150,150,24%,1e-34,68.98,414,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM602039.1?report=genbank&log$=nucltop&blast_rank=1466&RID=6PVX24BJ016"",""HM602039.1"")"
"Mycobacterium vulneris strain NLA000700772 65 kDa heat-shock protein gene, partial cds",Mycolicibacterium vulneris,150,150,24%,1e-34,68.98,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU834054.1?report=genbank&log$=nucltop&blast_rank=1467&RID=6PVX24BJ016"",""EU834054.1"")"
"Mycobacterium sp. WT21 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. WT21,150,150,24%,1e-34,69.21,412,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EF591238.1?report=genbank&log$=nucltop&blast_rank=1468&RID=6PVX24BJ016"",""EF591238.1"")"
"Mycobacterium sp. WT20 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. WT20,150,150,24%,1e-34,69.21,409,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EF591237.1?report=genbank&log$=nucltop&blast_rank=1469&RID=6PVX24BJ016"",""EF591237.1"")"
"Mycobacterium sp. WT18 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. WT18,150,150,24%,1e-34,69.21,418,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EF591235.1?report=genbank&log$=nucltop&blast_rank=1470&RID=6PVX24BJ016"",""EF591235.1"")"
"Mycobacterium llatzerense partial hsp65 gene for 65 kDa heat shock protein, strain MG17",Mycolicibacterium llatzerense,150,150,26%,1e-34,68.19,429,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AM421345.1?report=genbank&log$=nucltop&blast_rank=1471&RID=6PVX24BJ016"",""AM421345.1"")"
"Mycobacterium llatzerense partial hsp65 gene for 65 kDa heat shock protein, strain MG16",Mycolicibacterium llatzerense,150,150,26%,1e-34,68.19,432,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AM421344.1?report=genbank&log$=nucltop&blast_rank=1472&RID=6PVX24BJ016"",""AM421344.1"")"
"Mycobacterium llatzerense partial hsp65 gene for 65 kDa heat shock protein, strain MG12",Mycolicibacterium llatzerense,150,150,26%,1e-34,68.19,430,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AM421340.1?report=genbank&log$=nucltop&blast_rank=1473&RID=6PVX24BJ016"",""AM421340.1"")"
"Mycobacterium shottsii strain NCTC 13215 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium shottsii,150,150,24%,1e-34,68.98,415,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/DQ987723.1?report=genbank&log$=nucltop&blast_rank=1474&RID=6PVX24BJ016"",""DQ987723.1"")"
"Mycobacterium fortuitum heat shock protein 65 gene, partial cds",Mycolicibacterium fortuitum,150,150,29%,1e-34,67.43,520,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/DQ869274.1?report=genbank&log$=nucltop&blast_rank=1475&RID=6PVX24BJ016"",""DQ869274.1"")"
"Mycobacterium parascrofulaceum strain U02532 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium parascrofulaceum,150,150,25%,1e-34,68.99,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AY337276.1?report=genbank&log$=nucltop&blast_rank=1476&RID=6PVX24BJ016"",""AY337276.1"")"
"Mycobacterium agri 65 kDa heat shock protein (hsp65) gene, partial cds",Mycolicibacterium agri,150,150,24%,1e-34,68.98,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AY438080.1?report=genbank&log$=nucltop&blast_rank=1477&RID=6PVX24BJ016"",""AY438080.1"")"
"Mycobacterium sp. K337Y1 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. K337Y1,150,150,22%,1e-34,70.44,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/DQ184964.1?report=genbank&log$=nucltop&blast_rank=1478&RID=6PVX24BJ016"",""DQ184964.1"")"
"Mycobacterium sp. K328W 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. K328W,150,150,22%,1e-34,69.75,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/DQ184956.1?report=genbank&log$=nucltop&blast_rank=1479&RID=6PVX24BJ016"",""DQ184956.1"")"
"Mycobacterium kubicae strain CIP 106428 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium kubicae,150,150,24%,1e-34,68.98,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AF547850.1?report=genbank&log$=nucltop&blast_rank=1480&RID=6PVX24BJ016"",""AF547850.1"")"
"Mycobacterium porcinum MF-205 65 kDa heat shock protein (hsp65) gene, partial cds",Mycolicibacterium porcinum,150,150,25%,1e-34,68.99,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AY496141.1?report=genbank&log$=nucltop&blast_rank=1481&RID=6PVX24BJ016"",""AY496141.1"")"
"Mycobacterium habana 65 kDa heat shock protein gene, partial cds",Mycobacterium simiae,150,150,20%,1e-34,71.64,343,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AF129011.1?report=genbank&log$=nucltop&blast_rank=1482&RID=6PVX24BJ016"",""AF129011.1"")"
"Mycobacterium marinum strain 6865 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium marinum,149,149,24%,1e-34,69.31,431,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF411148.1?report=genbank&log$=nucltop&blast_rank=1483&RID=6PVX24BJ016"",""MF411148.1"")"
"Mycobacterium marinum strain M3 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium marinum,149,149,22%,1e-34,69.86,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX231683.1?report=genbank&log$=nucltop&blast_rank=1484&RID=6PVX24BJ016"",""KX231683.1"")"
"Mycobacterium sp. 05-03885-00-A9 partial groEL2 gene for chaperonin, strain 05-03885-00-A9",Mycobacterium sp. 05-03885-00-A9,149,149,24%,1e-34,68.95,418,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HF566126.1?report=genbank&log$=nucltop&blast_rank=1485&RID=6PVX24BJ016"",""HF566126.1"")"
"Mycobacterium avium strain JX09333 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium avium,149,149,25%,1e-34,68.82,443,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432804.1?report=genbank&log$=nucltop&blast_rank=1486&RID=6PVX24BJ016"",""KF432804.1"")"
"Mycobacteroides chelonae strain GS10054 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacteroides chelonae,149,149,27%,1e-34,68.09,444,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432759.1?report=genbank&log$=nucltop&blast_rank=1487&RID=6PVX24BJ016"",""KF432759.1"")"
"Mycobacteroides chelonae strain GS10033 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacteroides chelonae,149,149,27%,1e-34,68.09,444,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432755.1?report=genbank&log$=nucltop&blast_rank=1488&RID=6PVX24BJ016"",""KF432755.1"")"
"Mycobacterium avium strain FJ12110 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium avium,149,149,24%,1e-34,68.89,423,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432700.1?report=genbank&log$=nucltop&blast_rank=1489&RID=6PVX24BJ016"",""KF432700.1"")"
"Mycobacterium avium strain FJ09037 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium avium,149,149,24%,1e-34,68.89,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432483.1?report=genbank&log$=nucltop&blast_rank=1490&RID=6PVX24BJ016"",""KF432483.1"")"
"Mycobacterium marinum clone 36951_1 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium marinum,149,149,22%,1e-34,69.86,392,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MZ709430.1?report=genbank&log$=nucltop&blast_rank=1491&RID=6PVX24BJ016"",""MZ709430.1"")"
"Mycobacterium sp. strain 19_MI13_06805 heat shock protein 65 kDa (hsp65) gene, partial cds",Mycobacterium sp.,149,149,22%,1e-34,69.86,400,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OK539034.1?report=genbank&log$=nucltop&blast_rank=1492&RID=6PVX24BJ016"",""OK539034.1"")"
"Mycobacterium sp. AFPC00098 65kD heath shock protein (hsp65) gene, partial cds",Mycobacterium sp. AFPC-00098,149,149,24%,1e-34,69.35,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KJ586612.1?report=genbank&log$=nucltop&blast_rank=1493&RID=6PVX24BJ016"",""KJ586612.1"")"
"Mycobacterium ulcerans 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium ulcerans,149,149,24%,1e-34,69.00,425,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MW759298.1?report=genbank&log$=nucltop&blast_rank=1494&RID=6PVX24BJ016"",""MW759298.1"")"
"Mycobacterium intracellulare strain HF14368 65 kDa heat shock protein gene, partial cds",Mycobacterium intracellulare,149,149,22%,1e-34,69.86,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF186673.1?report=genbank&log$=nucltop&blast_rank=1495&RID=6PVX24BJ016"",""KF186673.1"")"
"Mycobacterium intracellulare subsp. chimaera strain B5_1 65 kDa heat shock protein gene, partial cds",Mycobacterium intracellulare subsp. chimaera,149,149,24%,1e-34,69.31,412,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT433534.1?report=genbank&log$=nucltop&blast_rank=1496&RID=6PVX24BJ016"",""MT433534.1"")"
"Mycolicibacterium peregrinum strain MYC 80 65 kDa heat shock protein (hsp65) gene, partial cds",Mycolicibacterium peregrinum,149,149,25%,1e-34,68.90,421,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MW731495.1?report=genbank&log$=nucltop&blast_rank=1497&RID=6PVX24BJ016"",""MW731495.1"")"
"Mycobacterium bourgelatii partial groEL2 gene for chaperonin, strain 08-01083-00-A23",Mycobacterium bourgelatii,149,149,24%,1e-34,69.31,418,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HF566383.2?report=genbank&log$=nucltop&blast_rank=1498&RID=6PVX24BJ016"",""HF566383.2"")"
"Mycobacterium sediminis strain YIM M13028 heat shock protein (hsp65) gene, partial cds",Mycolicibacterium sediminis,149,149,27%,1e-34,68.09,455,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KC010486.1?report=genbank&log$=nucltop&blast_rank=1499&RID=6PVX24BJ016"",""KC010486.1"")"
"Mycobacterium ulcerans hsp65 gene for heat shock protein 65, partial cds, strain: ATCC 33728",Mycobacterium ulcerans,149,149,22%,1e-34,69.86,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AB548732.1?report=genbank&log$=nucltop&blast_rank=1500&RID=6PVX24BJ016"",""AB548732.1"")"
"Mycobacterium gordonae strain GR-3406 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium gordonae,149,149,21%,1e-34,70.39,384,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GQ924941.1?report=genbank&log$=nucltop&blast_rank=1501&RID=6PVX24BJ016"",""GQ924941.1"")"
"Mycobacterium chimaera strain CIP107892 Hsp65 (hsp65) gene, partial cds",Mycobacterium intracellulare subsp. chimaera,149,149,22%,1e-34,69.86,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GQ153296.1?report=genbank&log$=nucltop&blast_rank=1502&RID=6PVX24BJ016"",""GQ153296.1"")"
"Mycobacterium interjectum strain M44 65 kDa heat shock protein gene, partial cds",Mycobacterium interjectum,149,149,22%,1e-34,69.86,385,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GQ184175.1?report=genbank&log$=nucltop&blast_rank=1503&RID=6PVX24BJ016"",""GQ184175.1"")"
"Mycobacterium sp. Clinical_428 Hsp65 (hsp65) gene, partial cds",Mycobacterium sp. Clinical_428,149,149,22%,1e-34,70.11,367,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU343696.1?report=genbank&log$=nucltop&blast_rank=1504&RID=6PVX24BJ016"",""EU343696.1"")"
"Mycobacterium sp. Clinical_427 Hsp65 (hsp65) gene, partial cds",Mycobacterium sp. Clinical_427,149,149,22%,1e-34,70.11,367,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU343695.1?report=genbank&log$=nucltop&blast_rank=1505&RID=6PVX24BJ016"",""EU343695.1"")"
"Mycobacterium brasiliensis strain Rio559.03 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium brasiliensis,149,149,27%,1e-34,68.47,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU165539.1?report=genbank&log$=nucltop&blast_rank=1506&RID=6PVX24BJ016"",""EU165539.1"")"
"Mycobacterium lentiflavum hsp65 gene for heat shock protein, partial cds, strain: UN-107",Mycobacterium lentiflavum,149,149,22%,1e-34,69.86,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AB362385.1?report=genbank&log$=nucltop&blast_rank=1507&RID=6PVX24BJ016"",""AB362385.1"")"
"Mycobacterium ulcerans Hsp65 (hsp65) gene, hsp65-06 allele, partial cds",Mycobacterium ulcerans,149,149,22%,1e-34,69.86,381,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/DQ985342.1?report=genbank&log$=nucltop&blast_rank=1508&RID=6PVX24BJ016"",""DQ985342.1"")"
"Mycobacterium marinum M Hsp65 (hsp65) gene, hsp65-02 allele, partial cds",Mycobacterium marinum M,149,149,22%,1e-34,69.86,381,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/DQ985338.1?report=genbank&log$=nucltop&blast_rank=1509&RID=6PVX24BJ016"",""DQ985338.1"")"
"Mycobacterium phocaicum strain CCUG 50185 65 kDa heat shock protein (hsp65) gene, partial cds",Mycolicibacterium phocaicum,149,149,24%,1e-34,68.70,415,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/DQ987726.1?report=genbank&log$=nucltop&blast_rank=1510&RID=6PVX24BJ016"",""DQ987726.1"")"
"Mycobacterium mucogenicum strain CIP 105223 65 kDa heat shock protein (hsp65) gene, partial cds",Mycolicibacterium mucogenicum,149,149,24%,1e-34,68.70,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AF547858.1?report=genbank&log$=nucltop&blast_rank=1511&RID=6PVX24BJ016"",""AF547858.1"")"
"Mycobacterium interjectum strain variant MS102 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium interjectum,149,149,22%,1e-34,69.86,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AY550236.1?report=genbank&log$=nucltop&blast_rank=1512&RID=6PVX24BJ016"",""AY550236.1"")"
"Mycobacterium marinum partial hsp65 gene for 65 kDa heat shock protein, strain 9/04",Mycobacterium marinum,149,149,22%,1e-34,69.86,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AM398453.1?report=genbank&log$=nucltop&blast_rank=1513&RID=6PVX24BJ016"",""AM398453.1"")"
